Protocol,Experiment,Run,Phase,Samples_N,Samples_N_eff,Elapsed_ms,Vshunt_Mean_V,Current_Mean_mA,Power_Mean_mW
wifi,chunk,esp32_chunked_1460_run05.csv,tx_4+idle,9,4.35,1280.000,0.107007000,94.315751607,473.500817137
wifi,chunk,esp32_chunked_1460_run05.csv,tx_8,2,2.00,183.000,0.106722000,94.064558306,472.239731566
wifi,chunk,esp32_chunked_1460_run05.csv,idle,6,12.31,997.000,0.107342000,94.611013909,474.983145791
wifi,chunk,esp32_chunked_1460_run05.csv,tx_8+idle,8,14.78,1182.000,0.107187000,94.474400008,474.297292235
wifi,chunk,esp32_chunked_1460_run05.csv,tx_16,2,2.00,200.000,0.107257500,94.536537299,474.609244982
wifi,chunk,esp32_chunked_1460_run05.csv,idle,6,5.22,1002.000,0.107712000,94.937124511,476.620344603
wifi,chunk,esp32_chunked_1460_run05.csv,tx_16+idle,8,7.46,1205.000,0.107598375,94.836977708,476.117569698
wifi,chunk,esp32_chunked_1460_run05.csv,tx_32,2,2.00,237.000,0.106872500,94.197205997,472.905673245
wifi,chunk,esp32_chunked_1460_run05.csv,idle,6,8.12,997.000,0.106148833,93.559380666,469.703548362
wifi,chunk,esp32_chunked_1460_run05.csv,tx_32+idle,8,9.83,1238.000,0.106329750,93.718836999,470.504079583
wifi,chunk,esp32_chunked_1460_run05.csv,tx_64,3,1.00,326.000,0.105459333,92.951669153,466.652606252
wifi,chunk,esp32_chunked_1460_run05.csv,idle,5,1.00,995.000,0.105900200,93.340240218,468.603380260
wifi,chunk,esp32_chunked_1460_run05.csv,tx_64+idle,8,4.04,1324.000,0.105734875,93.194526068,467.871840007
wifi,chunk,esp32_chunked_1460_run05.csv,tx_128,2,2.00,183.000,0.106830000,94.159747346,472.717616625
wifi,chunk,esp32_chunked_1460_run05.csv,idle,5,16.43,1001.000,0.107280200,94.556544625,474.709689341
wifi,chunk,esp32_chunked_1460_run05.csv,tx_128+idle,7,14.09,1201.000,0.107151571,94.443173974,474.140525708
wifi,chunk,esp32_chunked_1460_run05.csv,tx_256,3,1.00,297.000,0.106955667,94.270507434,473.273674239
wifi,chunk,esp32_chunked_1460_run05.csv,idle,6,1.10,1003.000,0.107252000,94.531689709,474.584908243
wifi,chunk,esp32_chunked_1460_run05.csv,tx_256+idle,9,1.49,1304.000,0.107153222,94.444628950,474.147830241
wifi,chunk,esp32_chunked_1460_run05.csv,tx_512,3,1.00,278.000,0.106028000,93.452880582,469.168877579
wifi,chunk,esp32_chunked_1460_run05.csv,idle,5,84.77,1000.000,0.106607800,93.963904709,471.734412365
wifi,chunk,esp32_chunked_1460_run05.csv,tx_512+idle,8,6.75,1281.000,0.106390375,93.772270662,470.772336821
wifi,chunk,esp32_chunked_1460_run05.csv,tx_1024,4,124.70,481.000,0.103933525,91.606852196,459.901115467
wifi,chunk,esp32_chunked_1460_run05.csv,idle,6,150.87,1008.000,0.105165850,92.692998811,465.353983104
wifi,chunk,esp32_chunked_1460_run05.csv,tx_1024+idle,10,5.51,1492.000,0.104672920,92.258540165,463.172836050
wifi,chunk,esp32_chunked_1460_run05.csv,tx_2048,3,1.00,513.000,0.106898000,94.219681187,473.018507217
wifi,chunk,esp32_chunked_1460_run05.csv,idle,7,13.41,988.000,0.107410571,94.671451395,475.286564876
wifi,chunk,esp32_chunked_1460_run05.csv,tx_2048+idle,10,15.86,1514.000,0.107256800,94.535920333,474.606147578
wifi,chunk,esp32_chunked_1460_run05.csv,tx_4096,3,1.00,446.000,0.107562333,94.805211303,475.958090309
wifi,chunk,esp32_chunked_1460_run05.csv,idle,6,1.00,995.000,0.107233500,94.515384178,474.503048302
wifi,chunk,esp32_chunked_1460_run05.csv,tx_4096+idle,9,3.40,1449.000,0.107343111,94.611993220,474.988062304
wifi,chunk,esp32_chunked_1460_run05.csv,tx_8192,5,10.57,972.000,0.106251200,93.649604600,470.156506700
wifi,chunk,esp32_chunked_1460_run05.csv,idle,6,4.22,990.000,0.107723833,94.947554174,476.672705466
wifi,chunk,esp32_chunked_1460_run05.csv,tx_8192+idle,11,10.49,1976.000,0.107054455,94.357577095,473.710796936
wifi,chunk,esp32_chunked_1460_run05.csv,tx_16384,9,9.00,1662.000,0.108761333,95.861985930,481.263499431
wifi,chunk,esp32_chunked_1460_run05.csv,idle,6,2.47,1010.000,0.107121333,94.416522721,474.006726320
wifi,chunk,esp32_chunked_1460_run05.csv,tx_16384+idle,15,11.00,2676.000,0.108105333,95.283800646,478.360790187
wifi,chunk,esp32_chunked_1460_run05.csv,tx_32768,17,8.44,3123.000,0.107481706,94.734147880,475.601324993
wifi,chunk,esp32_chunked_1460_run05.csv,idle,6,19.97,1000.000,0.107055000,94.358057848,473.713210497
wifi,chunk,esp32_chunked_1460_run05.csv,tx_32768+idle,23,13.69,4128.000,0.107370391,94.636037437,475.108773385
wifi,chunk,esp32_chunked_1460_run05.csv,tx_65536,31,31.41,6110.000,0.107945484,95.142912526,477.653478430
wifi,chunk,esp32_chunked_1460_run05.csv,idle,6,1.00,1009.000,0.107034833,94.340283351,473.623975787
wifi,chunk,esp32_chunked_1460_run05.csv,tx_65536+idle,37,34.22,7125.000,0.107797811,95.012756444,477.000045569
wifi,chunk,esp32_chunked_1460_run05.csv,tx_131072,61,88.32,11887.000,0.107691213,94.918803366,476.528365512
wifi,chunk,esp32_chunked_1460_run05.csv,idle,5,1.22,1008.000,0.107032600,94.338314935,473.614093596
wifi,chunk,esp32_chunked_1460_run05.csv,tx_131072+idle,66,73.80,12903.000,0.107641318,94.874826970,476.307587336
wifi,chunk,esp32_chunked_1460_run05.csv,tx_262144,119,135.08,23626.000,0.107727412,94.950708132,476.688539530
wifi,chunk,esp32_chunked_1460_run05.csv,idle,5,22.70,1006.000,0.106855800,94.182486951,472.831778056
wifi,chunk,esp32_chunked_1460_run05.csv,tx_262144+idle,124,125.05,24641.000,0.107692266,94.919731472,476.533024954
wifi,chunk,esp32_chunked_1460_run05.csv,tx_524288,247,37.43,49146.000,0.107278651,94.555179021,474.702833493
wifi,chunk,esp32_chunked_1460_run06.csv,baseline,27,24.71,5070.000,0.106595963,93.953471782,471.682035114
wifi,chunk,esp32_chunked_1460_run06.csv,idle,11,17.13,2010.000,0.106779636,94.115357844,472.494764502
wifi,chunk,esp32_chunked_1460_run06.csv,tx_2,2,2.00,74.000,0.106679500,94.027099656,472.051674946
wifi,chunk,esp32_chunked_1460_run06.csv,idle,6,6.16,1002.000,0.107046833,94.350859911,473.677074127
wifi,chunk,esp32_chunked_1460_run06.csv,tx_2+idle,8,8.18,1079.000,0.106955000,94.269919847,473.270724332
wifi,chunk,esp32_chunked_1460_run06.csv,tx_4,2,2.00,221.000,0.106589000,93.947334765,471.651224966
wifi,chunk,esp32_chunked_1460_run06.csv,idle,6,8.06,1007.000,0.106185500,93.591697933,469.865793289
wifi,chunk,esp32_chunked_1460_run06.csv,tx_4+idle,8,9.51,1231.000,0.106286375,93.680607141,470.312151209
wifi,chunk,esp32_chunked_1460_run06.csv,tx_8,2,2.00,218.000,0.106634000,93.986996865,471.850343741
wifi,chunk,esp32_chunked_1460_run06.csv,idle,6,9.90,999.000,0.106298833,93.691587667,470.367277610
wifi,chunk,esp32_chunked_1460_run06.csv,tx_8+idle,8,11.12,1219.000,0.106382625,93.765439967,470.738044143
wifi,chunk,esp32_chunked_1460_run06.csv,tx_16,3,1.00,324.000,0.106252000,93.650309704,470.160046589
wifi,chunk,esp32_chunked_1460_run06.csv,idle,5,5.93,1007.000,0.105554400,93.035459012,467.073263100
wifi,chunk,esp32_chunked_1460_run06.csv,tx_16+idle,8,8.39,1334.000,0.105816000,93.266028021,468.230806908
wifi,chunk,esp32_chunked_1460_run06.csv,tx_32,2,2.00,322.000,0.106628500,93.982149275,471.826007002
wifi,chunk,esp32_chunked_1460_run06.csv,idle,6,8.25,991.000,0.105301450,92.812513940,465.953994345
wifi,chunk,esp32_chunked_1460_run06.csv,tx_32+idle,8,8.96,1318.000,0.105633212,93.104922774,467.421997509
wifi,chunk,esp32_chunked_1460_run06.csv,tx_64,2,2.00,220.000,0.106628500,93.982149275,471.826007002
wifi,chunk,esp32_chunked_1460_run06.csv,idle,6,11.22,1009.000,0.106271500,93.667496614,470.246331391
wifi,chunk,esp32_chunked_1460_run06.csv,tx_64+idle,8,12.11,1236.000,0.106360750,93.746159779,470.641250294
wifi,chunk,esp32_chunked_1460_run06.csv,tx_128,2,2.00,224.000,0.106587000,93.945572005,471.642375243
wifi,chunk,esp32_chunked_1460_run06.csv,idle,5,7.90,999.000,0.106456000,93.830111225,471.062718367
wifi,chunk,esp32_chunked_1460_run06.csv,tx_128+idle,7,10.17,1226.000,0.106493429,93.863100019,471.228334617
wifi,chunk,esp32_chunked_1460_run06.csv,tx_256,2,2.00,223.000,0.106590500,93.948656835,471.657862259
wifi,chunk,esp32_chunked_1460_run06.csv,idle,6,1.78,1010.000,0.107865667,95.072563238,477.300298344
wifi,chunk,esp32_chunked_1460_run06.csv,tx_256+idle,8,2.55,1235.000,0.107546875,94.791586638,475.889689323
wifi,chunk,esp32_chunked_1460_run06.csv,tx_512,2,2.00,229.000,0.111733000,98.481153511,494.412713311
wifi,chunk,esp32_chunked_1460_run06.csv,idle,6,1.00,996.000,0.107124000,94.418873068,474.018525951
wifi,chunk,esp32_chunked_1460_run06.csv,tx_512+idle,8,1.03,1232.000,0.108276250,95.434443179,479.117072791
wifi,chunk,esp32_chunked_1460_run06.csv,tx_1024,3,54043195528445952.00,285.000,0.106675000,94.023133446,472.031763069
wifi,chunk,esp32_chunked_1460_run06.csv,idle,5,7.45,1007.000,0.106822000,94.152696306,472.682217732
wifi,chunk,esp32_chunked_1460_run06.csv,tx_1024+idle,8,8.98,1308.000,0.106766875,94.104110234,472.438297233
wifi,chunk,esp32_chunked_1460_run06.csv,tx_2048,3,1.00,389.000,0.106644000,93.995810666,471.894592357
wifi,chunk,esp32_chunked_1460_run06.csv,idle,6,115.61,997.000,0.106347667,93.734628391,470.583358354
wifi,chunk,esp32_chunked_1460_run06.csv,tx_2048+idle,9,22.18,1398.000,0.106446444,93.821689149,471.020436355
wifi,chunk,esp32_chunked_1460_run06.csv,tx_4096,4,13.66,626.000,0.105470250,92.961290885,466.700910992
wifi,chunk,esp32_chunked_1460_run06.csv,idle,6,8.65,1001.000,0.107365500,94.631726339,475.087130040
wifi,chunk,esp32_chunked_1460_run06.csv,tx_4096+idle,10,10.21,1630.000,0.106607400,93.963552157,471.732642421
wifi,chunk,esp32_chunked_1460_run06.csv,tx_8192,5,10.22,969.000,0.106117840,93.532063762,469.566407150
wifi,chunk,esp32_chunked_1460_run06.csv,idle,7,4.22,996.000,0.106843714,94.171834844,472.778300442
wifi,chunk,esp32_chunked_1460_run06.csv,tx_8192+idle,12,20.16,1975.000,0.106541267,93.905263560,471.440011570
wifi,chunk,esp32_chunked_1460_run06.csv,tx_16384,9,4.55,1674.000,0.107142222,94.434933770,474.099156763
wifi,chunk,esp32_chunked_1460_run06.csv,idle,6,1.77,1001.000,0.106701000,94.046049326,472.146809472
wifi,chunk,esp32_chunked_1460_run06.csv,tx_16384+idle,15,6.79,2679.000,0.106965733,94.279379992,473.318217847
wifi,chunk,esp32_chunked_1460_run06.csv,tx_32768,17,13.92,3138.000,0.107370588,94.636211008,475.109644777
wifi,chunk,esp32_chunked_1460_run06.csv,idle,6,215.67,992.000,0.106890000,94.212630147,472.983108324
wifi,chunk,esp32_chunked_1460_run06.csv,tx_32768+idle,23,13.27,4140.000,0.107245217,94.525711653,474.554896137
wifi,chunk,esp32_chunked_1460_run06.csv,tx_65536,38,5.94,7418.000,0.105243563,92.761493635,465.697853077
wifi,chunk,esp32_chunked_1460_run06.csv,idle,6,66.12,1009.000,0.106619833,93.974510649,471.787658201
wifi,chunk,esp32_chunked_1460_run06.csv,tx_65536+idle,44,6.85,8432.000,0.105431236,92.926905046,466.528281048
wifi,chunk,esp32_chunked_1460_run06.csv,tx_131072,60,48.80,11910.000,0.107689700,94.917469737,476.521670188
wifi,chunk,esp32_chunked_1460_run06.csv,idle,6,1.00,1008.000,0.106943000,94.259343287,473.217625992
wifi,chunk,esp32_chunked_1460_run06.csv,tx_131072+idle,66,48.61,12926.000,0.107621818,94.857640060,476.221302534
wifi,chunk,esp32_chunked_1460_run06.csv,tx_262144,120,62.61,23921.000,0.107442617,94.699695427,475.428360621
wifi,chunk,esp32_chunked_1460_run06.csv,idle,6,55.71,1007.000,0.106681500,94.028862416,472.060524669
wifi,chunk,esp32_chunked_1460_run06.csv,tx_262144+idle,126,64.95,24943.000,0.107406373,94.667750998,475.267987481
wifi,chunk,esp32_chunked_1460_run06.csv,tx_524288,242,37.30,48443.000,0.107316712,94.588725557,474.871249817
wifi,chunk,esp32_chunked_1460_run07.csv,baseline,27,28.21,5065.000,0.106635989,93.988749832,471.859144299
wifi,chunk,esp32_chunked_1460_run07.csv,idle,11,14.29,2015.000,0.105964027,93.396496300,468.885807111
wifi,chunk,esp32_chunked_1460_run07.csv,tx_2,2,2.00,50.000,0.106566500,93.927503715,471.551665579
wifi,chunk,esp32_chunked_1460_run07.csv,idle,6,10.40,1006.000,0.105868833,93.312594265,468.464587099
wifi,chunk,esp32_chunked_1460_run07.csv,tx_2+idle,8,11.60,1059.000,0.106043250,93.466321628,469.236356719
wifi,chunk,esp32_chunked_1460_run07.csv,tx_4,2,2.00,309.000,0.106636000,93.988759625,471.859193464
wifi,chunk,esp32_chunked_1460_run07.csv,idle,6,8.73,1003.000,0.105287433,92.800159930,465.891972534
wifi,chunk,esp32_chunked_1460_run07.csv,tx_4+idle,8,9.78,1315.000,0.105624575,93.097309854,467.383777766
wifi,chunk,esp32_chunked_1460_run07.csv,tx_8,3,1.00,334.000,0.106574667,93.934701652,471.587801949
wifi,chunk,esp32_chunked_1460_run07.csv,idle,6,9.87,1003.000,0.104758150,92.333660183,463.549967008
wifi,chunk,esp32_chunked_1460_run07.csv,tx_8+idle,9,11.74,1345.000,0.105363656,92.867340673,466.229245322
wifi,chunk,esp32_chunked_1460_run07.csv,tx_16,2,2.00,303.000,0.106598500,93.955707875,471.693261152
wifi,chunk,esp32_chunked_1460_run07.csv,idle,7,4.72,1007.000,0.105844714,93.291336219,468.357863650
wifi,chunk,esp32_chunked_1460_run07.csv,tx_16+idle,9,4.71,1313.000,0.106012222,93.438974365,469.099063095
wifi,chunk,esp32_chunked_1460_run07.csv,tx_32,2,2.00,315.000,0.106435000,93.811602244,470.969796272
wifi,chunk,esp32_chunked_1460_run07.csv,idle,6,9.87,1005.000,0.105009933,92.555576979,464.664073425
wifi,chunk,esp32_chunked_1460_run07.csv,tx_32+idle,8,11.35,1323.000,0.105366200,92.869583295,466.240504137
wifi,chunk,esp32_chunked_1460_run07.csv,tx_64,3,1.00,323.000,0.106571000,93.931469925,471.571577457
wifi,chunk,esp32_chunked_1460_run07.csv,idle,6,9.85,999.000,0.105131783,92.662973132,465.203242817
wifi,chunk,esp32_chunked_1460_run07.csv,tx_64+idle,9,11.93,1326.000,0.105611522,93.085805397,467.326021031
wifi,chunk,esp32_chunked_1460_run07.csv,tx_128,2,2.00,324.000,0.106607000,93.963199605,471.730872476
wifi,chunk,esp32_chunked_1460_run07.csv,idle,7,4.54,1000.000,0.105703571,93.166935727,467.733326034
wifi,chunk,esp32_chunked_1460_run07.csv,tx_128+idle,9,4.87,1337.000,0.105904333,93.343883255,468.621669688
wifi,chunk,esp32_chunked_1460_run07.csv,tx_256,2,2.00,332.000,0.106700000,94.045167946,472.142384610
wifi,chunk,esp32_chunked_1460_run07.csv,idle,6,10.14,1004.000,0.104939050,92.493101826,464.350424481
wifi,chunk,esp32_chunked_1460_run07.csv,tx_256+idle,8,11.13,1339.000,0.105379288,92.881118356,466.298414514
wifi,chunk,esp32_chunked_1460_run07.csv,tx_512,3,1.00,344.000,0.106513667,93.880937472,471.317885389
wifi,chunk,esp32_chunked_1460_run07.csv,idle,6,9.42,1007.000,0.105580500,93.058463030,467.188751989
wifi,chunk,esp32_chunked_1460_run07.csv,tx_512+idle,9,11.93,1357.000,0.105891556,93.332621177,468.565129789
wifi,chunk,esp32_chunked_1460_run07.csv,tx_1024,4,1.00,589.000,0.103204500,90.964304138,456.675280701
wifi,chunk,esp32_chunked_1460_run07.csv,idle,6,1.80,994.000,0.104959667,92.511272944,464.441650379
wifi,chunk,esp32_chunked_1460_run07.csv,tx_1024+idle,10,3.57,1588.000,0.104257600,91.892485422,461.335102508
wifi,chunk,esp32_chunked_1460_run07.csv,tx_2048,3,27021597764222972.00,371.000,0.106691333,94.037529319,472.104035809
wifi,chunk,esp32_chunked_1460_run07.csv,idle,6,9.01,999.000,0.107691833,94.919350014,476.531109893
wifi,chunk,esp32_chunked_1460_run07.csv,tx_2048+idle,9,11.26,1373.000,0.107358333,94.625409782,475.055418532
wifi,chunk,esp32_chunked_1460_run07.csv,tx_4096,4,24.86,639.000,0.105673375,93.140321198,467.599711015
wifi,chunk,esp32_chunked_1460_run07.csv,idle,6,1.00,1007.000,0.107315500,94.587657339,474.865886958
wifi,chunk,esp32_chunked_1460_run07.csv,tx_4096+idle,10,13.23,1648.000,0.106658650,94.008722883,471.959416581
wifi,chunk,esp32_chunked_1460_run07.csv,tx_8192,6,6.55,1094.000,0.105561900,93.042069362,467.106449562
wifi,chunk,esp32_chunked_1460_run07.csv,idle,6,1154.48,990.000,0.107003333,94.312519881,473.484592645
wifi,chunk,esp32_chunked_1460_run07.csv,tx_8192+idle,12,8.84,2096.000,0.106282617,93.677294621,470.295521104
wifi,chunk,esp32_chunked_1460_run07.csv,tx_16384,10,10.81,1778.000,0.106065290,93.485747243,469.333880670
wifi,chunk,esp32_chunked_1460_run07.csv,idle,5,59.59,1006.000,0.106796200,94.129956702,472.568056301
wifi,chunk,esp32_chunked_1460_run07.csv,tx_16384+idle,15,15.09,2787.000,0.106308927,93.700483729,470.411939214
wifi,chunk,esp32_chunked_1460_run07.csv,tx_32768,17,16.19,3218.000,0.106787753,94.122511634,472.530679234
wifi,chunk,esp32_chunked_1460_run07.csv,idle,7,13.33,1000.000,0.106644857,93.996566134,471.898385096
wifi,chunk,esp32_chunked_1460_run07.csv,tx_32768+idle,24,23.30,4237.000,0.106746075,94.085777530,472.346260111
wifi,chunk,esp32_chunked_1460_run07.csv,tx_65536,31,26.98,6107.000,0.107188297,94.475542959,474.303030281
wifi,chunk,esp32_chunked_1460_run07.csv,idle,6,1.00,1004.000,0.106926167,94.244506724,473.143140821
wifi,chunk,esp32_chunked_1460_run07.csv,tx_65536+idle,37,31.42,7125.000,0.107145789,94.438077624,474.114940099
wifi,chunk,esp32_chunked_1460_run07.csv,tx_131072,61,62.66,11993.000,0.107518426,94.766512460,475.763807449
wifi,chunk,esp32_chunked_1460_run07.csv,idle,6,1.00,1008.000,0.106838167,94.166945283,472.753752995
wifi,chunk,esp32_chunked_1460_run07.csv,tx_131072+idle,67,62.39,13009.000,0.107457507,94.712819877,475.494250334
wifi,chunk,esp32_chunked_1460_run07.csv,tx_262144,129,14.86,26062.000,0.106407643,93.787490694,470.848747149
wifi,chunk,esp32_chunked_1460_run07.csv,idle,6,6.84,1006.000,0.107083667,94.383324074,473.840056531
wifi,chunk,esp32_chunked_1460_run07.csv,tx_262144+idle,135,15.66,27081.000,0.106437689,93.813972177,470.981694233
wifi,chunk,esp32_chunked_1460_run07.csv,tx_524288,246,31.87,49062.000,0.107062489,94.364658166,473.746346595
wifi,chunk,esp32_chunked_1460_run08.csv,baseline,28,34.66,5011.000,0.106903821,94.224812078,473.044266233
wifi,chunk,esp32_chunked_1460_run08.csv,idle,11,3.55,2008.000,0.106546273,93.909675801,471.462162696
wifi,chunk,esp32_chunked_1460_run08.csv,tx_2,1,1.00,116.000,0.106593000,93.950860285,471.668924413
wifi,chunk,esp32_chunked_1460_run08.csv,idle,6,11.63,1005.000,0.105603900,93.079087322,467.292293752
wifi,chunk,esp32_chunked_1460_run08.csv,tx_2+idle,7,12.75,1127.000,0.105745200,93.203626317,467.917526703
wifi,chunk,esp32_chunked_1460_run08.csv,tx_4,3,1.00,392.000,0.106443333,93.818947078,471.006670119
wifi,chunk,esp32_chunked_1460_run08.csv,idle,6,10.07,997.000,0.104626183,92.217347402,462.966032766
wifi,chunk,esp32_chunked_1460_run08.csv,tx_4+idle,9,12.44,1393.000,0.105231900,92.751213960,465.646245217
wifi,chunk,esp32_chunked_1460_run08.csv,tx_8,4,1.00,457.000,0.103550025,91.268842964,458.204181023
wifi,chunk,esp32_chunked_1460_run08.csv,idle,5,1.00,1008.000,0.104326620,91.953318269,461.640506459
wifi,chunk,esp32_chunked_1460_run08.csv,tx_8+idle,9,4.21,1467.000,0.103981467,91.649107023,460.113250710
wifi,chunk,esp32_chunked_1460_run08.csv,tx_16,3,1.00,258.000,0.106686000,94.032828626,472.080436547
wifi,chunk,esp32_chunked_1460_run08.csv,idle,6,9.54,1001.000,0.105849833,93.295848045,468.380514728
wifi,chunk,esp32_chunked_1460_run08.csv,tx_16+idle,9,11.17,1266.000,0.106128556,93.541508238,469.613822001
wifi,chunk,esp32_chunked_1460_run08.csv,tx_32,2,2.00,177.000,0.106532500,93.897536795,471.401220283
wifi,chunk,esp32_chunked_1460_run08.csv,idle,6,14.84,1006.000,0.106538333,93.902678178,471.427031976
wifi,chunk,esp32_chunked_1460_run08.csv,tx_32+idle,8,19.69,1187.000,0.106536875,93.901392832,471.420579053
wifi,chunk,esp32_chunked_1460_run08.csv,tx_64,2,2.00,214.000,0.106493500,93.863162975,471.228650679
wifi,chunk,esp32_chunked_1460_run08.csv,idle,6,7.44,996.000,0.106193667,93.598895870,469.901929659
wifi,chunk,esp32_chunked_1460_run08.csv,tx_64+idle,8,9.18,1228.000,0.106268625,93.664962646,470.233609914
wifi,chunk,esp32_chunked_1460_run08.csv,tx_128,2,2.00,295.000,0.107171000,94.460297928,474.226494449
wifi,chunk,esp32_chunked_1460_run08.csv,idle,7,10.14,1008.000,0.106680429,94.027918080,472.055783746
wifi,chunk,esp32_chunked_1460_run08.csv,tx_128+idle,9,11.74,1307.000,0.106789444,94.124002491,472.538163902
wifi,chunk,esp32_chunked_1460_run08.csv,tx_256,2,2.00,280.000,0.106480000,93.851264345,471.168915046
wifi,chunk,esp32_chunked_1460_run08.csv,idle,6,8.92,995.000,0.106388000,93.770177384,470.761827774
wifi,chunk,esp32_chunked_1460_run08.csv,tx_256+idle,8,11.69,1278.000,0.106411000,93.790449124,470.863599592
wifi,chunk,esp32_chunked_1460_run08.csv,tx_512,2,2.00,237.000,0.106518000,93.884756785,471.337059789
wifi,chunk,esp32_chunked_1460_run08.csv,idle,6,7.95,1002.000,0.106668333,94.017257579,472.002263991
wifi,chunk,esp32_chunked_1460_run08.csv,tx_512+idle,8,10.51,1242.000,0.106630750,93.984132380,471.835962940
wifi,chunk,esp32_chunked_1460_run08.csv,tx_1024,2,2.00,258.000,0.106604000,93.960555465,471.717597891
wifi,chunk,esp32_chunked_1460_run08.csv,idle,7,4.95,1005.000,0.107071429,94.372537662,473.785904653
wifi,chunk,esp32_chunked_1460_run08.csv,tx_1024+idle,9,5.72,1270.000,0.106967556,94.280986063,473.326280928
wifi,chunk,esp32_chunked_1460_run08.csv,tx_2048,2,2.00,366.000,0.106495000,93.864485045,471.235287971
wifi,chunk,esp32_chunked_1460_run08.csv,idle,6,25.45,1007.000,0.106666833,94.015935509,471.995626698
